ts,tid,pid,cat,ph,bp,name,id
6928969415529.332,4097251,4097061,ac2g,f,e,ac2g,4860
6928969415531.847,4097251,4097061,ac2g,f,e,ac2g,4861
6928969415532.925,4097251,4097061,ac2g,f,e,ac2g,4862
6928969415533.992,4097251,4097061,ac2g,f,e,ac2g,4863
6928969415559.147,4097251,4097061,ac2g,f,e,ac2g,4871
6928969415572.143,7,0,ac2g,f,e,ac2g,4872
6928969415562.147,4097251,4097061,ac2g,s,,ac2g,4872
6928969415675.985,4097251,4097061,ac2g,f,e,ac2g,4896
6928969415678.199,4097251,4097061,ac2g,f,e,ac2g,4897
6928969415679.187,4097251,4097061,ac2g,f,e,ac2g,4898
6928969415679.957,4097251,4097061,ac2g,f,e,ac2g,4899
6928969415838.187,4097251,4097061,ac2g,f,e,ac2g,4901
6928969415845.476,4097251,4097061,ac2g,f,e,ac2g,4902
6928969415849.989,4097251,4097061,ac2g,f,e,ac2g,4903
6928969415854.156,4097251,4097061,ac2g,f,e,ac2g,4904
6928969415858.563,4097251,4097061,ac2g,f,e,ac2g,4905
6928969415863.089,4097251,4097061,ac2g,f,e,ac2g,4906
6928969415867.354,4097251,4097061,ac2g,f,e,ac2g,4907
6928969415872.679,4097251,4097061,ac2g,f,e,ac2g,4908
6928969415877.149,4097251,4097061,ac2g,f,e,ac2g,4909
6928969415881.12,4097251,4097061,ac2g,f,e,ac2g,4910
6928969415885.878,4097251,4097061,ac2g,f,e,ac2g,4911
