ts,tid,pid,Ev Idx,dur,cat,ph,Input type,name,Input Strides,Fwd thread id,Concrete Inputs,Input Dims,Record function id,Sequence number,External id
6939292388918.226,122891,122891,686,8.389,cpu_op,X,"[""float"", ""ScalarList""]",aten::reshape,"[[512, 512, 1], []]",0,"["""", ""[50, 512]""]","[[50, 1, 512], []]",0,1002,687
6939292388921.256,122891,122891,687,4.619,cpu_op,X,"[""float"", ""ScalarList""]",aten::view,"[[512, 512, 1], []]",0,"["""", ""[50, 512]""]","[[50, 1, 512], []]",0,1002,688
6939292388929.196,122891,122891,688,12.552,cpu_op,X,"[""float""]",aten::t,"[[512, 1]]",0,"[""""]","[[2048, 512]]",0,1003,689
6939292388933.557,122891,122891,689,6.006,cpu_op,X,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,"[[512, 1], [], []]",,"["""", ""0"", ""1""]","[[2048, 512], [], []]",0,,690
6939292388937.203,122891,122891,690,1.684,cpu_op,X,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,"[[512, 1], [], [], []]",,"["""", ""[512, 2048]"", ""[1, 512]"", """"]","[[2048, 512], [], [], []]",0,,691
6939292388944.759,122891,122891,691,70.159,cpu_op,X,"[""float"", ""float"", ""float"", ""Scalar"", ""Scalar""]",aten::addmm,"[[1], [512, 1], [1, 512], [], []]",0,"["""", """", """", ""1"", ""1""]","[[2048], [50, 512], [512, 2048], [], []]",0,1004,692
6939292389018.95,122891,122891,692,3.841,cpu_op,X,"[""float"", ""ScalarList""]",aten::view,"[[2048, 1], []]",0,"["""", ""[50, 1, 2048]""]","[[50, 2048], []]",0,1005,693
6939292389033.704,122891,122891,693,46.465,cpu_op,X,"[""float""]",aten::relu,"[[2048, 2048, 1]]",0,"[""""]","[[50, 1, 2048]]",0,1006,694
6939292389040.05,122891,122891,694,33.517,cpu_op,X,"[""float"", ""Scalar""]",aten::clamp_min,"[[2048, 2048, 1], []]",,"["""", ""0""]","[[50, 1, 2048], []]",0,,695
6939292389117.874,122891,122891,695,75.786,cpu_op,X,"[""float"", ""Scalar"", ""Scalar""]",aten::dropout,"[[2048, 2048, 1], [], []]",0,"["""", ""0.10000000000000001"", ""True""]","[[50, 1, 2048], [], []]",0,1007,696
6939292389121.715,122891,122891,696,70.88,cpu_op,X,"[""float"", ""Scalar"", ""Scalar""]",aten::native_dropout,"[[2048, 2048, 1], [], []]",0,"["""", ""0.10000000000000001"", ""True""]","[[50, 1, 2048], [], []]",0,1007,697
