tid,cat,id,name,pid,bp,ts,ph
7,ac2g,52976,ac2g,0,e,6939565314073.599,f
122891,ac2g,52976,ac2g,122891,,6939565314060.867,s
122891,ac2g,52995,ac2g,122891,e,6939565314204.805,f
7,ac2g,52996,ac2g,0,e,6939565314221.054,f
122891,ac2g,52996,ac2g,122891,,6939565314208.426,s
7,ac2g,53007,ac2g,0,e,6939565314283.231,f
122891,ac2g,53007,ac2g,122891,,6939565314271.497,s
122891,ac2g,53034,ac2g,122891,e,6939565314375.513,f
122891,ac2g,53038,ac2g,122891,e,6939565314379.689,f
7,ac2g,53040,ac2g,0,e,6939565314399.262,f
122891,ac2g,53040,ac2g,122891,,6939565314387.621,s
7,ac2g,53059,ac2g,0,e,6939565314519.646,f
122891,ac2g,53059,ac2g,122891,,6939565314507.278,s
7,ac2g,53061,ac2g,0,e,6939565314537.822,f
122891,ac2g,53061,ac2g,122891,,6939565314520.128,s
122891,ac2g,53086,ac2g,122891,e,6939565314630.546,f
122891,ac2g,53090,ac2g,122891,e,6939565314635.189,f
7,ac2g,53092,ac2g,0,e,6939565314654.27,f
122891,ac2g,53092,ac2g,122891,,6939565314642.25,s
7,ac2g,53102,ac2g,0,e,6939565314699.646,f
122891,ac2g,53102,ac2g,122891,,6939565314688.546,s
7,ac2g,53131,ac2g,0,e,6939565314817.565,f
122891,ac2g,53131,ac2g,122891,,6939565314805.895,s
122891,ac2g,53150,ac2g,122891,e,6939565315028.388,f
7,ac2g,53151,ac2g,0,e,6939565315046.718,f
122891,ac2g,53151,ac2g,122891,,6939565315033.561,s
7,ac2g,53153,ac2g,0,e,6939565315062.685,f
122891,ac2g,53153,ac2g,122891,,6939565315047.79,s
7,ac2g,53167,ac2g,0,e,6939565315220.253,f
122891,ac2g,53167,ac2g,122891,,6939565315205.756,s
122891,ac2g,53196,ac2g,122891,e,6939565315458.356,f
122891,ac2g,53201,ac2g,122891,e,6939565315464.509,f
122891,ac2g,53205,ac2g,122891,e,6939565315468.061,f
7,ac2g,53220,ac2g,0,e,6939565315532.605,f
122891,ac2g,53220,ac2g,122891,,6939565315513.707,s
122891,ac2g,53243,ac2g,122891,e,6939565315649.976,f
7,ac2g,53244,ac2g,0,e,6939565315667.132,f
122891,ac2g,53244,ac2g,122891,,6939565315653.955,s
7,ac2g,53246,ac2g,0,e,6939565315679.9,f
122891,ac2g,53246,ac2g,122891,,6939565315667.639,s
122891,ac2g,53271,ac2g,122891,e,6939565315804.829,f
122891,ac2g,53275,ac2g,122891,e,6939565315809.397,f
7,ac2g,53277,ac2g,0,e,6939565315831.292,f
122891,ac2g,53277,ac2g,122891,,6939565315818.608,s
7,ac2g,53287,ac2g,0,e,6939565315882.3,f
122891,ac2g,53287,ac2g,122891,,6939565315870.559,s
7,ac2g,53316,ac2g,0,e,6939565315999.068,f
122891,ac2g,53316,ac2g,122891,,6939565315986.945,s
122891,ac2g,53335,ac2g,122891,e,6939565316246.289,f
