tid,cat,id,name,pid,bp,ts,ph
125589,ac2g,64708,ac2g,122891,,6939565507006.529,s
7,ac2g,64715,ac2g,0,e,6939565507923.138,f
125589,ac2g,64715,ac2g,122891,,6939565507038.459,s
7,ac2g,64735,ac2g,0,e,6939565507925.634,f
125589,ac2g,64735,ac2g,122891,,6939565507086.889,s
7,ac2g,64742,ac2g,0,e,6939565507927.554,f
125589,ac2g,64742,ac2g,122891,,6939565507112.311,s
7,ac2g,64749,ac2g,0,e,6939565507929.698,f
125589,ac2g,64749,ac2g,122891,,6939565507138.765,s
7,ac2g,64784,ac2g,0,e,6939565507932.162,f
125589,ac2g,64784,ac2g,122891,,6939565507277.223,s
7,ac2g,64810,ac2g,0,e,6939565507935.298,f
125589,ac2g,64810,ac2g,122891,,6939565507388.608,s
7,ac2g,64812,ac2g,0,e,6939565507948.29,f
125589,ac2g,64812,ac2g,122891,,6939565507402.556,s
7,ac2g,64829,ac2g,0,e,6939565507952.674,f
125589,ac2g,64829,ac2g,122891,,6939565507444.485,s
7,ac2g,64842,ac2g,0,e,6939565507964.674,f
125589,ac2g,64842,ac2g,122891,,6939565507491.502,s
7,ac2g,64865,ac2g,0,e,6939565507973.282,f
