ts,tid,pid,cbid,dur,cat,ph,name,correlation,External id
6936340608581.716,60051,60051,273,2.194,cuda_runtime,X,cudaFuncSetAttribute,907,186
6936340608584.317,60051,60051,11,0.234,cuda_runtime,X,cudaPeekAtLastError,908,186
6936340608586.049,60051,60051,211,7.317,cuda_runtime,X,cudaLaunchKernel,909,186
6936340608594.665,60051,60051,11,0.104,cuda_runtime,X,cudaPeekAtLastError,912,186
6936340608598.63,60051,60051,211,6.029,cuda_runtime,X,cudaLaunchKernel,913,186
6936340608632.72,60051,60051,211,6.467,cuda_runtime,X,cudaLaunchKernel,921,189
6936340608687.529,60051,60051,211,7.255,cuda_runtime,X,cudaLaunchKernel,927,190
6936340608762.199,60051,60051,135,2.49,cuda_runtime,X,cudaEventRecord,941,193
6936340608765.064,60051,60051,317,0.736,cuda_runtime,X,cudaStreamIsCapturing,942,193
6936340608766.15,60051,60051,203,0.649,cuda_runtime,X,cudaStreamGetPriority,943,193
6936340608767.114,60051,60051,205,0.543,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,944,193
6936340608803.24,60051,60051,135,1.23,cuda_runtime,X,cudaEventRecord,968,193
6936340608804.682,60051,60051,317,0.46,cuda_runtime,X,cudaStreamIsCapturing,969,193
6936340608805.352,60051,60051,203,0.37,cuda_runtime,X,cudaStreamGetPriority,970,193
6936340608805.965,60051,60051,205,0.343,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,971,193
6936340608820.914,60051,60051,273,1.92,cuda_runtime,X,cudaFuncSetAttribute,979,193
6936340608823.597,60051,60051,211,9.548,cuda_runtime,X,cudaLaunchKernel,980,193
6936340608885.789,60051,60051,41,15.174,cuda_runtime,X,cudaMemcpyAsync,993,204
6936340608922.63,60051,60051,211,6.928,cuda_runtime,X,cudaLaunchKernel,1001,206
6936340609012.546,60051,60051,135,2.28,cuda_runtime,X,cudaEventRecord,1016,211
6936340609015.161,60051,60051,317,0.656,cuda_runtime,X,cudaStreamIsCapturing,1017,211
